event_id,user_id,event_type,timestamp,amount,session_id,device_type,location_city,user_tenure_days,user_segment
3b97bef3-096b-4c30-9243-393d852c3269,USR00212,check_balance,2024-01-01 07:23:19,,077a4259,ios,Abuja,277,power
8e624609-88c5-4a0e-ac81-7e412c247a34,USR00212,check_balance,2024-01-01 07:25:18,,077a4259,ios,Abuja,277,power
8610b9aa-330a-45bb-bd0e-4f7e7a3bca08,USR00137,app_open,2024-01-01 07:26:00,,fc91cdf4,android,Ibadan,163,power
9f9ec994-7f39-4f8e-946a-de61a1c38d35,USR00137,login,2024-01-01 07:26:04,,fc91cdf4,android,Ibadan,163,power
16afdf6b-2071-4f06-8669-483011a23acf,USR00137,create_savings_plan,2024-01-01 07:26:14,,fc91cdf4,android,Ibadan,163,power
390ddc09-8838-4a0b-a1cc-5d4afb2a91fb,USR00212,logout,2024-01-01 07:26:34,,077a4259,ios,Abuja,277,power
1b109b99-1164-4d85-a6c7-3cfe125aca62,USR00137,view_dashboard,2024-01-01 07:27:14,,fc91cdf4,android,Ibadan,163,power
b4ddc907-8d7f-4270-a9eb-223df1524ae6,USR00137,check_balance,2024-01-01 07:28:39,,fc91cdf4,android,Ibadan,163,power
08b5b8e7-9d2b-48a0-b059-732502af83e3,USR00137,logout,2024-01-01 07:29:57,,fc91cdf4,android,Ibadan,163,power
c4015e05-973b-4543-91e4-0873470bd6e4,USR00186,app_open,2024-01-01 07:31:32,,e935036e,android,Kano,343,regular
52e96bca-748f-43b4-a50a-dc80705d059f,USR00186,login,2024-01-01 07:31:41,,e935036e,android,Kano,343,regular
7c92978c-2c55-426c-92c5-f3f3cdc69e22,USR00186,view_dashboard,2024-01-01 07:31:49,,e935036e,android,Kano,343,regular
a6d446e0-793b-4828-b609-ef6515a9265b,USR00186,logout,2024-01-01 07:33:09,,e935036e,android,Kano,343,regular
8f26c1e5-69a8-45b4-8ea8-19f9289933d4,USR00567,app_open,2024-01-01 08:16:17,,098265c0,web,Abuja,313,power
a6eb6abd-5e43-4c82-80f0-f06ca3b14c4d,USR00567,login,2024-01-01 08:16:25,,098265c0,web,Abuja,313,power
7c85095b-b1fe-4557-a1be-b5cfacb68cda,USR00567,deposit_money,2024-01-01 08:16:28,216574.44,098265c0,web,Abuja,313,power
755f0344-6679-4648-8763-5e04ad04dea5,USR00567,view_dashboard,2024-01-01 08:17:24,,098265c0,web,Abuja,313,power
a9103f48-1bfb-41a3-91f6-4ade425d0828,USR00562,app_open,2024-01-01 08:21:31,,53ee553f,ios,Enugu,90,regular
b91af216-fb47-4083-b57b-14e50bc16126,USR00562,login,2024-01-01 08:21:35,,53ee553f,ios,Enugu,90,regular
e88dd93e-0bab-4e19-9785-ad53f361b663,USR00562,deposit_money,2024-01-01 08:21:41,277101.45,53ee553f,ios,Enugu,90,regular
2f22c9d3-5030-484a-a78b-d4edb26134d0,USR00562,check_balance,2024-01-01 08:22:58,,53ee553f,ios,Enugu,90,regular
53dfb6c0-970f-450b-b26a-340bb96dabbb,USR00562,logout,2024-01-01 08:24:50,,53ee553f,ios,Enugu,90,regular
408b2067-5757-4d35-96af-bdce7ade9221,USR00376,app_open,2024-01-01 08:51:35,,ddc7bc0a,ios,Kano,287,lurker
77f1907a-3938-420f-99ce-427544eb542b,USR00376,login,2024-01-01 08:51:45,,ddc7bc0a,ios,Kano,287,lurker
3d031668-2614-418b-9204-72ec4405220f,USR00376,view_dashboard,2024-01-01 08:51:54,,ddc7bc0a,ios,Kano,287,lurker
79b04a61-5ac0-4856-b246-0885fbb08d7a,USR00376,check_balance,2024-01-01 08:53:44,,ddc7bc0a,ios,Kano,287,lurker
cd510f36-0912-4546-9fbe-a79d963576e6,USR00376,logout,2024-01-01 08:55:31,,ddc7bc0a,ios,Kano,287,lurker
36b0b95a-7d87-441d-8861-ce6855d16ade,USR00212,app_open,2024-01-01 08:57:08,,fd3a5039,ios,Abuja,277,power
1b16046c-e382-446d-b537-85201c889969,USR00212,login,2024-01-01 08:57:12,,fd3a5039,ios,Abuja,277,power
1f22b1de-9713-4476-898f-9794ad1608ba,USR00212,deposit_money,2024-01-01 08:57:18,101575.89,fd3a5039,ios,Abuja,277,power
906b5630-ff2f-4f7b-873a-91607da882a7,USR00212,create_savings_plan,2024-01-01 08:58:44,,fd3a5039,ios,Abuja,277,power
d168ce65-485b-49a1-8214-6f4815889050,USR00212,logout,2024-01-01 08:59:49,,fd3a5039,ios,Abuja,277,power
c76ef10a-03e8-4c6e-812f-e30be104cb5a,USR00339,app_open,2024-01-01 09:32:57,,c74db260,android,Port Harcourt,190,power
f53f9295-e3e6-4431-9494-075e18fad960,USR00339,login,2024-01-01 09:33:07,,c74db260,android,Port Harcourt,190,power
6799c905-deec-42c2-a2e9-60d831379716,USR00339,create_savings_plan,2024-01-01 09:33:14,,c74db260,android,Port Harcourt,190,power
2167f8ea-13af-4116-92f6-e17bd325892c,USR00339,view_dashboard,2024-01-01 09:35:13,,c74db260,android,Port Harcourt,190,power
7ce78def-dff2-47db-91d6-278b8b6f085a,USR00339,logout,2024-01-01 09:35:41,,c74db260,android,Port Harcourt,190,power
cdc96a4c-59b2-493c-aa3c-74bf0f875048,USR00245,app_open,2024-01-01 09:43:50,,891b4ef8,android,Enugu,38,regular
81a646da-d45f-4102-8261-ae1d0b521eda,USR00245,login,2024-01-01 09:43:56,,891b4ef8,android,Enugu,38,regular
2c340047-c2e9-4f24-a533-de5b40feeb56,USR00245,view_dashboard,2024-01-01 09:43:58,,891b4ef8,android,Enugu,38,regular
9a34fff2-1201-40e8-80d6-4c2791fd6729,USR00245,view_dashboard,2024-01-01 09:44:15,,891b4ef8,android,Enugu,38,regular
b5779038-6c11-4b5f-ad85-eb1fec0eaaef,USR00245,logout,2024-01-01 09:44:39,,891b4ef8,android,Enugu,38,regular
d198776b-6f19-4fc7-afd8-3f0bc33db04b,USR00253,app_open,2024-01-01 09:44:55,,dcaac818,android,Kaduna,359,power
89cb5cd7-45b4-459c-8de4-6d8c524b2606,USR00253,login,2024-01-01 09:45:05,,dcaac818,android,Kaduna,359,power
23cb5678-4270-4206-a812-6cb627a8ad6a,USR00253,view_dashboard,2024-01-01 09:45:08,,dcaac818,android,Kaduna,359,power
5f914b5f-7e74-45c4-8c70-f1134a22b789,USR00253,view_dashboard,2024-01-01 09:47:02,,dcaac818,android,Kaduna,359,power
4d4c02d3-0706-4ab4-96d1-c81d71b7c749,USR00253,deposit_money,2024-01-01 09:47:20,54109.72,dcaac818,android,Kaduna,359,power
116deee2-1d0e-4cc4-9117-7ca68e2c3a6f,USR00446,app_open,2024-01-01 09:49:13,,a78023bc,android,Port Harcourt,308,regular
bc41fd69-9bef-45b2-a907-7212a475c405,USR00446,login,2024-01-01 09:49:17,,a78023bc,android,Port Harcourt,308,regular
42e005bc-112d-4150-81c8-0beb8613ebee,USR00253,check_balance,2024-01-01 09:49:20,,dcaac818,android,Kaduna,359,power
c6f672b8-de74-4e3d-afaf-8ca3eab0f53d,USR00446,check_balance,2024-01-01 09:49:20,,a78023bc,android,Port Harcourt,308,regular
4d10964f-8cb2-4840-bfc1-53bdbe8ac2d6,USR00446,view_dashboard,2024-01-01 09:50:34,,a78023bc,android,Port Harcourt,308,regular
e0a1d567-4ac0-42fc-b275-3f7ec5434280,USR00253,logout,2024-01-01 09:50:45,,dcaac818,android,Kaduna,359,power
fc711b0f-0b1a-4449-872f-718bb0c6b0b5,USR00556,app_open,2024-01-01 09:54:45,,2545ffe0,web,Enugu,337,power
b788025a-d287-4ab2-ae3a-95953c7d9333,USR00556,login,2024-01-01 09:54:53,,2545ffe0,web,Enugu,337,power
62d5d361-d3d1-47d6-9105-7d60f596bf23,USR00556,view_dashboard,2024-01-01 09:55:00,,2545ffe0,web,Enugu,337,power
a533c358-0288-4bfc-a601-62862c58b206,USR00556,view_dashboard,2024-01-01 09:56:24,,2545ffe0,web,Enugu,337,power
aa72fbe6-143a-423b-a2b2-78d2aace0d49,USR00556,view_dashboard,2024-01-01 09:58:23,,2545ffe0,web,Enugu,337,power
fe16159d-731d-4070-b153-e9b0c4ec521c,USR00556,check_balance,2024-01-01 09:59:26,,2545ffe0,web,Enugu,337,power
b598b280-6123-4d1a-84b0-29f0965f2657,USR00275,app_open,2024-01-01 10:00:06,,b793ec15,ios,Port Harcourt,284,regular
c8ddfb57-1ca0-4f79-a85a-51489cee24fb,USR00275,login,2024-01-01 10:00:09,,b793ec15,ios,Port Harcourt,284,regular
e9691c9c-633f-4ba6-b0bf-868cf16444b4,USR00275,deposit_money,2024-01-01 10:00:13,293386.12,b793ec15,ios,Port Harcourt,284,regular
02f5a9ea-1c57-425f-83a1-e35c4489ad61,USR00565,app_open,2024-01-01 10:00:30,,7b80a791,web,Ibadan,354,regular
a047c51d-fd93-4f6f-98cb-9c87476faacc,USR00565,login,2024-01-01 10:00:35,,7b80a791,web,Ibadan,354,regular
dcc59a60-54d7-4765-958a-ad05565e2be4,USR00565,view_dashboard,2024-01-01 10:00:41,,7b80a791,web,Ibadan,354,regular
ea161650-d98a-47e5-8c3a-23a7d0eb0275,USR00556,logout,2024-01-01 10:01:09,,2545ffe0,web,Enugu,337,power
f924222d-4710-43b2-b7ee-0de34d8ade04,USR00275,check_balance,2024-01-01 10:01:35,,b793ec15,ios,Port Harcourt,284,regular
033424a5-1eb5-476b-a5fd-c42a7897142d,USR00275,logout,2024-01-01 10:03:12,,b793ec15,ios,Port Harcourt,284,regular
2368b4a0-8884-4949-81b1-6200fc535542,USR00441,app_open,2024-01-01 10:03:57,,e40841dd,android,Benin City,327,power
3133422b-80a5-4e36-80c9-266229b0e009,USR00441,login,2024-01-01 10:04:06,,e40841dd,android,Benin City,327,power
eda3272b-b6fa-4885-97f2-bdf400765b44,USR00441,create_savings_plan,2024-01-01 10:04:15,,e40841dd,android,Benin City,327,power
de3837ad-f276-4078-b2a7-a24dc3807d70,USR00441,view_dashboard,2024-01-01 10:04:37,,e40841dd,android,Benin City,327,power
20964921-d69b-43a7-b03c-5cc228e747f3,USR00441,deposit_money,2024-01-01 10:05:10,336591.5,e40841dd,android,Benin City,327,power
ba28136d-ba60-412e-88d6-5eddd081c192,USR00441,logout,2024-01-01 10:06:24,,e40841dd,android,Benin City,327,power
27707c15-97a7-494a-8bd6-1dbf4cfbfce2,USR00085,app_open,2024-01-01 10:10:08,,0aae3e03,web,Lagos,144,regular
20aa3271-cc7e-484f-a4f6-3e3d09d9e7db,USR00085,login,2024-01-01 10:10:18,,0aae3e03,web,Lagos,144,regular
7ebc2f9b-6a9a-4de5-8e45-ed6f5a5faa4e,USR00085,check_balance,2024-01-01 10:10:20,,0aae3e03,web,Lagos,144,regular
16830c7c-6aba-409d-9d4c-10248402fe55,USR00085,view_dashboard,2024-01-01 10:11:45,,0aae3e03,web,Lagos,144,regular
c44be1ab-beb9-4816-933e-cdce76a20b1e,USR00305,app_open,2024-01-01 10:12:50,,6d7d4e08,android,Lagos,23,power
54d95f50-a0ef-4cae-9974-d66fae7f05ca,USR00305,login,2024-01-01 10:12:52,,6d7d4e08,android,Lagos,23,power
87c8860e-ddc7-41fd-9039-25edbae18a9d,USR00085,logout,2024-01-01 10:12:58,,0aae3e03,web,Lagos,144,regular
0d8b7c01-66b4-4429-a61c-f97a1e7d38f7,USR00305,deposit_money,2024-01-01 10:13:01,436108.67,6d7d4e08,android,Lagos,23,power
d52551e8-2cf1-449f-a4c8-ce78b5cc7544,USR00305,view_dashboard,2024-01-01 10:13:47,,6d7d4e08,android,Lagos,23,power
7b705029-92ff-49cd-ba3b-f550401069dd,USR00356,app_open,2024-01-01 10:14:36,,b1e044c5,android,Enugu,303,power
3793671c-2ca0-4d5f-9a1d-0a6d05a039d1,USR00356,login,2024-01-01 10:14:45,,b1e044c5,android,Enugu,303,power
a0786d5f-9076-4a7c-a4f4-9c3526160a1a,USR00356,view_dashboard,2024-01-01 10:14:51,,b1e044c5,android,Enugu,303,power
e48b642e-7417-4e88-a738-0e871b09da21,USR00305,check_balance,2024-01-01 10:15:04,,6d7d4e08,android,Lagos,23,power
a07efebd-49a5-47c5-a01c-a9ca7499c97d,USR00356,view_dashboard,2024-01-01 10:15:35,,b1e044c5,android,Enugu,303,power
0fd159b8-b0fe-4edb-b04c-623b6558aa3b,USR00305,create_savings_plan,2024-01-01 10:16:47,,6d7d4e08,android,Lagos,23,power
6fda6d17-9bbc-4285-b599-ee71b4898659,USR00356,logout,2024-01-01 10:17:21,,b1e044c5,android,Enugu,303,power
dcbfac71-d96e-4b52-a5ae-eb1e87e4c600,USR00008,app_open,2024-01-01 10:43:35,,31799d14,ios,Port Harcourt,22,power
163f5ec2-e072-486a-92d7-12832079251c,USR00008,login,2024-01-01 10:43:42,,31799d14,ios,Port Harcourt,22,power
278046ae-3917-46ee-9dd3-aa59b775d1bc,USR00008,view_dashboard,2024-01-01 10:43:44,,31799d14,ios,Port Harcourt,22,power
0d6ba327-71ed-4af6-a6ee-c266cfcba3ab,USR00008,check_balance,2024-01-01 10:44:11,,31799d14,ios,Port Harcourt,22,power
36c9719e-f020-4c55-af5f-114a601ba7ed,USR00008,check_balance,2024-01-01 10:45:53,,31799d14,ios,Port Harcourt,22,power
55a40a61-6bc6-4a33-9c59-99e8e994bc7e,USR00532,app_open,2024-01-01 10:52:07,,e496c864,android,Enugu,42,regular
c041df64-e4d7-45d2-bdc2-6ed6581e4fc3,USR00532,login,2024-01-01 10:52:16,,e496c864,android,Enugu,42,regular
d74e6d70-6248-4e30-9054-a3184324ac32,USR00532,create_savings_plan,2024-01-01 10:52:22,,e496c864,android,Enugu,42,regular
044b6f20-b5e3-4d53-beae-e0c4356defbc,USR00532,view_dashboard,2024-01-01 10:52:46,,e496c864,android,Enugu,42,regular
5d824656-fc10-4bb1-87e7-0c21b7fa1489,USR00532,logout,2024-01-01 10:53:50,,e496c864,android,Enugu,42,regular
a7f64595-5edf-425c-82fa-30c23057b1f5,USR00494,app_open,2024-01-01 10:58:14,,20e0aa1f,android,Lagos,259,power
7ffacf20-1d88-46c5-8626-86c7d96e0bb5,USR00494,login,2024-01-01 10:58:17,,20e0aa1f,android,Lagos,259,power
457a0b8a-8b59-4a49-b304-112eeea5edce,USR00494,deposit_money,2024-01-01 10:58:24,43940.4,20e0aa1f,android,Lagos,259,power
fd128db1-5886-40d3-96df-3aabbdc8d957,USR00275,app_open,2024-01-01 10:58:28,,cd63cfd7,ios,Port Harcourt,284,regular
f4dc7169-e14f-4ca8-9973-b8e7e8fb83a4,USR00275,login,2024-01-01 10:58:36,,cd63cfd7,ios,Port Harcourt,284,regular
a129c812-21b4-4308-884c-38c2f38edbc4,USR00275,create_savings_plan,2024-01-01 10:58:39,,cd63cfd7,ios,Port Harcourt,284,regular
f4f07d21-84a9-4af8-868c-ebbf0ab4393d,USR00275,view_dashboard,2024-01-01 10:59:22,,cd63cfd7,ios,Port Harcourt,284,regular
241ee12a-6cae-4b2a-96d0-917e58f2d736,USR00494,check_balance,2024-01-01 11:00:10,,20e0aa1f,android,Lagos,259,power
ce1e3183-aa86-4118-8089-bfc8a927f7da,USR00494,check_balance,2024-01-01 11:00:42,,20e0aa1f,android,Lagos,259,power
23735b0d-9b7b-47dc-82f8-f35d1aa0aa00,USR00275,check_balance,2024-01-01 11:00:45,,cd63cfd7,ios,Port Harcourt,284,regular
02847d6b-cc5d-4dcb-b03c-27e4d85e15fe,USR00494,logout,2024-01-01 11:01:47,,20e0aa1f,android,Lagos,259,power
2e30c950-f726-4b53-81d3-ae9639b46a99,USR00275,logout,2024-01-01 11:02:22,,cd63cfd7,ios,Port Harcourt,284,regular
8de60507-175c-472b-b9e7-4c3af3a33d81,USR00216,app_open,2024-01-01 11:26:47,,ff838880,ios,Ibadan,289,power
b0d104d4-4c46-4f03-832a-0dee7d6b2605,USR00216,login,2024-01-01 11:26:55,,ff838880,ios,Ibadan,289,power
717eb63a-fa52-4ddb-ad93-e3c5594fafe3,USR00216,view_dashboard,2024-01-01 11:27:04,,ff838880,ios,Ibadan,289,power
313d0677-fc09-4c40-a4f4-490cd8fc4d4d,USR00216,view_dashboard,2024-01-01 11:28:12,,ff838880,ios,Ibadan,289,power
7cbb8417-d713-4a04-8592-afb0c1d1897c,USR00216,view_dashboard,2024-01-01 11:29:23,,ff838880,ios,Ibadan,289,power
fc7a36ad-7c23-4435-80c9-2cf6858c86a8,USR00216,view_dashboard,2024-01-01 11:30:15,,ff838880,ios,Ibadan,289,power
558ee715-8a9f-44ed-af34-5586c9d1dcc8,USR00216,logout,2024-01-01 11:30:38,,ff838880,ios,Ibadan,289,power
9a4a468e-a92b-4128-98eb-97456a317364,USR00049,app_open,2024-01-01 12:00:43,,23ec44f6,android,Port Harcourt,236,power
bde2826d-d11e-415e-a724-5da4bc1d5fec,USR00049,login,2024-01-01 12:00:45,,23ec44f6,android,Port Harcourt,236,power
9f0bb105-be04-4a1c-bd11-e44ab8ff5b46,USR00049,create_savings_plan,2024-01-01 12:00:52,,23ec44f6,android,Port Harcourt,236,power
d033cfbb-e07d-4a75-96ce-eadc101fbd41,USR00049,withdraw_money,2024-01-01 12:01:36,88554.1,23ec44f6,android,Port Harcourt,236,power
9902d7f9-50ba-4e2f-9a95-eff42165a563,USR00049,check_balance,2024-01-01 12:02:49,,23ec44f6,android,Port Harcourt,236,power
d1a77256-ecc0-478b-b591-5cb3a96a8b13,USR00317,app_open,2024-01-01 12:03:38,,8e2359bf,android,Abuja,239,regular
8cf07f6d-83c0-41e3-ba72-98a89f54fee7,USR00317,login,2024-01-01 12:03:41,,8e2359bf,android,Abuja,239,regular
d0daba0d-c141-46a4-a9b6-a1b7853ed46a,USR00317,deposit_money,2024-01-01 12:03:48,227273.88,8e2359bf,android,Abuja,239,regular
45607796-3158-407e-9434-e7f6770078d0,USR00049,view_dashboard,2024-01-01 12:04:18,,23ec44f6,android,Port Harcourt,236,power
e51d9735-550c-490b-8742-d7a77b791771,USR00317,view_dashboard,2024-01-01 12:04:23,,8e2359bf,android,Abuja,239,regular
c3bedf93-478e-4da7-ab70-18a40d029276,USR00317,view_dashboard,2024-01-01 12:04:56,,8e2359bf,android,Abuja,239,regular
f15db01a-cc3e-4f2b-86d9-1811a4768f07,USR00049,logout,2024-01-01 12:05:41,,23ec44f6,android,Port Harcourt,236,power
62f4beac-2905-45ce-af24-c930bd7f0bd9,USR00317,logout,2024-01-01 12:06:40,,8e2359bf,android,Abuja,239,regular
a5ec2d16-e885-4495-9e3a-c066259381e3,USR00430,app_open,2024-01-01 12:17:10,,a55b4161,android,Benin City,346,lurker
e50f02a6-7145-42c4-85b9-b933a56de9d3,USR00430,login,2024-01-01 12:17:18,,a55b4161,android,Benin City,346,lurker
fa9cdbf0-8aed-4be5-ab54-b90570ca5d9e,USR00430,create_savings_plan,2024-01-01 12:17:22,,a55b4161,android,Benin City,346,lurker
4a05cb12-7a92-4457-b627-44900c08e361,USR00430,check_balance,2024-01-01 12:18:20,,a55b4161,android,Benin City,346,lurker
0fdabb01-7046-4f03-a313-08a8cd88c708,USR00430,logout,2024-01-01 12:18:49,,a55b4161,android,Benin City,346,lurker
86e9f4bf-773b-467b-9dd6-f99e642cfe90,USR00160,app_open,2024-01-01 12:23:27,,1a69767a,ios,Port Harcourt,51,regular
9210b25b-8e2a-4096-9acd-b4a490ebb6eb,USR00160,login,2024-01-01 12:23:30,,1a69767a,ios,Port Harcourt,51,regular
eeb8be74-8207-4bed-bb65-b83a9fd5c217,USR00160,view_dashboard,2024-01-01 12:23:36,,1a69767a,ios,Port Harcourt,51,regular
0b049fa7-3a52-4136-abef-7f1ef9a74fff,USR00160,create_savings_plan,2024-01-01 12:24:10,,1a69767a,ios,Port Harcourt,51,regular
f97aabcb-f387-44c4-acfa-a65111f94d46,USR00483,app_open,2024-01-01 12:25:01,,8b17c2da,android,Abuja,270,power
64c9fdfb-6781-49f9-8561-5af542a0929f,USR00483,login,2024-01-01 12:25:06,,8b17c2da,android,Abuja,270,power
96dd93e9-9421-410c-82cf-d945a38335d2,USR00483,check_balance,2024-01-01 12:25:08,,8b17c2da,android,Abuja,270,power
ffa46b65-c29a-49e2-b47d-6c669d0566db,USR00483,create_savings_plan,2024-01-01 12:25:31,,8b17c2da,android,Abuja,270,power
845e8bdb-147e-402a-8c8c-5dd442dc5c25,USR00160,logout,2024-01-01 12:25:56,,1a69767a,ios,Port Harcourt,51,regular
958b9763-de3b-4037-b3ed-c3046a9d3742,USR00483,view_dashboard,2024-01-01 12:26:03,,8b17c2da,android,Abuja,270,power
20f78150-497b-4f54-9de5-44a2dd8b0028,USR00142,app_open,2024-01-01 12:32:34,,eeed7845,android,Kaduna,180,power
b2bd5d44-460e-45df-bd77-f3aee36c0f38,USR00142,login,2024-01-01 12:32:39,,eeed7845,android,Kaduna,180,power
6cf84379-08cd-4915-b12a-4c3502873b97,USR00142,view_dashboard,2024-01-01 12:32:41,,eeed7845,android,Kaduna,180,power
eae79920-690a-47c4-af3a-90d29ec67601,USR00142,check_balance,2024-01-01 12:33:46,,eeed7845,android,Kaduna,180,power
44d1531c-5896-4c8a-bdac-e9cd250f3de9,USR00142,logout,2024-01-01 12:34:53,,eeed7845,android,Kaduna,180,power
86669b25-5422-4dd4-856d-3fc6542cd28c,USR00189,app_open,2024-01-01 12:38:58,,e69c1d57,ios,Abuja,351,power
a3310e60-3c60-4b6d-9cb3-093914c9f529,USR00189,login,2024-01-01 12:39:07,,e69c1d57,ios,Abuja,351,power
1050ff28-ddae-41eb-b76d-7ca8558a2058,USR00189,view_dashboard,2024-01-01 12:39:16,,e69c1d57,ios,Abuja,351,power
fc897e4b-bed2-4ebf-b7fd-4d7e7c89ce98,USR00448,app_open,2024-01-01 12:39:45,,343d3e8f,android,Ibadan,287,regular
403a5c33-b9ea-4dcf-be78-9c21203a29b4,USR00448,login,2024-01-01 12:39:47,,343d3e8f,android,Ibadan,287,regular
ebc742bd-a15d-4dfe-80f2-0247fe51fac5,USR00448,view_dashboard,2024-01-01 12:39:50,,343d3e8f,android,Ibadan,287,regular
caa81bc3-ab18-4718-80f4-d4031a011a8c,USR00448,check_balance,2024-01-01 12:40:39,,343d3e8f,android,Ibadan,287,regular
9ad02725-d495-4c73-bfa3-275f71c05bde,USR00189,create_savings_plan,2024-01-01 12:40:47,,e69c1d57,ios,Abuja,351,power
7f44e81e-015c-4f86-a25a-2e76ae4ee969,USR00152,app_open,2024-01-01 12:40:56,,316eb154,ios,Ibadan,174,power
e730fd34-cb5f-4163-90a8-3d65017fef57,USR00152,login,2024-01-01 12:41:00,,316eb154,ios,Ibadan,174,power
602b7d8c-181b-4592-bfb9-efa6cc10e2d7,USR00152,view_dashboard,2024-01-01 12:41:05,,316eb154,ios,Ibadan,174,power
2b9eb84c-ad83-4698-a42b-83cd6518007d,USR00189,view_dashboard,2024-01-01 12:41:09,,e69c1d57,ios,Abuja,351,power
4e1a6451-cf00-4fe1-86d1-e754cecfbf0d,USR00448,logout,2024-01-01 12:41:31,,343d3e8f,android,Ibadan,287,regular
cfadebea-d9fe-4c2d-9872-e21425bf5238,USR00189,logout,2024-01-01 12:41:51,,e69c1d57,ios,Abuja,351,power
9f8ddc38-9568-4130-b4e9-541528e309f9,USR00152,view_dashboard,2024-01-01 12:42:20,,316eb154,ios,Ibadan,174,power
34e30817-04ab-477d-9edd-5aadf9c81fc1,USR00152,view_dashboard,2024-01-01 12:42:56,,316eb154,ios,Ibadan,174,power
d7baee54-f5b6-4a9a-8047-eab38621c61b,USR00462,app_open,2024-01-01 12:43:19,,1de0e1ec,ios,Lagos,340,power
528908eb-a431-46f7-a358-758484c329ec,USR00462,login,2024-01-01 12:43:27,,1de0e1ec,ios,Lagos,340,power
68860fa7-28c7-4c2a-bdee-f55c1c8a36ac,USR00462,view_dashboard,2024-01-01 12:43:35,,1de0e1ec,ios,Lagos,340,power
d0440242-ef7d-4a11-88d2-3af1981cf3e9,USR00462,check_balance,2024-01-01 12:43:55,,1de0e1ec,ios,Lagos,340,power
8c011e59-f3a9-4835-aea1-6fa5bb4873e1,USR00462,logout,2024-01-01 12:44:59,,1de0e1ec,ios,Lagos,340,power
78b19c39-495b-4a5c-ba3d-59f5f69d03a1,USR00056,app_open,2024-01-01 12:45:43,,b35d9e17,ios,Lagos,324,regular
def2a0f4-df09-46e1-b1bd-ea827baf0dfb,USR00056,login,2024-01-01 12:45:45,,b35d9e17,ios,Lagos,324,regular
